datetime,open,high,low,close,volume
2026-03-20 20:35:00,69820.49,69876.66,69775.84,69876.66,0
2026-03-20 20:40:00,69866.51,69917.70,69866.51,69917.70,0
2026-03-20 20:45:00,69923.40,69991.27,69923.40,69991.27,202866688
2026-03-20 20:50:00,70032.98,70063.60,70032.98,70044.65,21737472
2026-03-20 20:55:00,70015.85,70050.87,70015.85,70047.38,0
2026-03-20 21:00:00,70044.49,70080.76,70003.47,70025.95,0
2026-03-20 21:05:00,70041.73,70041.73,70005.53,70005.53,0
2026-03-20 21:10:00,70019.57,70077.30,69978.83,70077.30,209948672
2026-03-20 21:15:00,70119.48,70492.48,70118.55,70492.48,211976192
2026-03-20 21:20:00,70497.12,70497.12,70441.23,70458.97,0
2026-03-20 21:25:00,70447.54,70494.01,70442.52,70494.01,579477504
2026-03-20 21:30:00,70490.99,70536.95,70488.66,70536.95,35250176
2026-03-20 21:35:00,70522.02,70624.56,70522.02,70548.53,0
2026-03-20 21:40:00,70537.88,70537.88,70399.89,70399.89,93163520
2026-03-20 21:45:00,70398.98,70482.87,70398.98,70460.49,98123776
2026-03-20 21:50:00,70554.09,70582.52,70531.64,70575.72,0
2026-03-20 21:55:00,70540.29,70541.42,70525.05,70525.05,68964352
2026-03-20 22:00:00,70545.58,70778.02,70545.58,70778.02,0
2026-03-20 22:05:00,70842.48,70874.63,70809.76,70821.15,323346432
2026-03-20 22:10:00,70821.02,70877.30,70755.48,70755.48,8577024
2026-03-20 22:15:00,70786.72,70852.38,70780.78,70837.59,112164864
2026-03-20 22:20:00,70818.44,70818.44,70729.63,70729.63,0
2026-03-20 22:25:00,70726.23,70746.39,70717.97,70717.97,66850816
2026-03-20 22:30:00,70694.77,70694.77,70634.30,70658.91,13066240
2026-03-20 22:35:00,70655.93,70674.44,70652.37,70674.44,0
2026-03-20 22:40:00,70742.05,70751.42,70675.92,70683.90,0
2026-03-20 22:45:00,70690.15,70699.88,70665.29,70699.88,0
2026-03-20 22:50:00,70762.18,70805.75,70762.18,70805.75,0
2026-03-20 22:55:00,70772.15,70799.40,70772.15,70791.71,101756928
2026-03-20 23:00:00,70783.88,70783.88,70685.69,70685.69,0
2026-03-20 23:05:00,70685.03,70685.03,70573.88,70581.36,0
2026-03-20 23:10:00,70573.82,70573.82,70521.11,70521.11,0
2026-03-20 23:15:00,70522.28,70531.73,70457.36,70531.73,55459840
2026-03-20 23:20:00,70539.26,70539.26,70513.52,70536.04,0
2026-03-20 23:25:00,70527.63,70527.63,70485.56,70485.95,72089600
2026-03-20 23:30:00,70491.67,70502.75,70468.59,70502.75,0
2026-03-20 23:35:00,70483.48,70523.12,70483.48,70519.88,0
2026-03-20 23:40:00,70494.97,70524.09,70488.86,70524.09,0
2026-03-20 23:45:00,70529.03,70529.03,70485.67,70500.40,0
2026-03-20 23:50:00,70541.45,70578.46,70541.45,70578.46,0
2026-03-20 23:55:00,70503.82,70525.23,70503.82,70507.98,0
2026-03-21 00:00:00,70517.62,70544.12,70517.62,70542.95,0
2026-03-21 00:05:00,70555.12,70580.03,70549.79,70555.48,0
2026-03-21 00:10:00,70535.05,70535.05,70490.82,70532.08,0
2026-03-21 00:15:00,70577.38,70689.17,70577.38,70656.83,28147712
2026-03-21 00:20:00,70697.75,70762.16,70695.41,70698.30,34414592
2026-03-21 00:25:00,70682.73,70715.49,70680.39,70680.39,16326656
2026-03-21 00:30:00,70651.62,70657.57,70620.51,70643.42,0
2026-03-21 00:35:00,70634.92,70672.25,70634.92,70672.25,0
2026-03-21 00:40:00,70658.05,70658.05,70592.22,70615.20,0
2026-03-21 00:45:00,70618.00,70618.00,70583.59,70583.59,0
2026-03-21 00:50:00,70592.23,70645.79,70592.23,70645.79,16453632
2026-03-21 00:55:00,70667.97,70707.34,70667.97,70695.88,21073920
2026-03-21 01:00:00,70680.79,70702.02,70676.01,70676.01,0
2026-03-21 01:05:00,70668.21,70719.25,70653.13,70719.25,0
2026-03-21 01:10:00,70708.20,70742.89,70679.72,70679.72,0
2026-03-21 01:15:00,70670.54,70670.54,70595.55,70595.55,0
2026-03-21 01:20:00,70599.85,70637.74,70599.85,70637.74,16994304
2026-03-21 01:25:00,70619.85,70638.50,70619.85,70637.50,0
2026-03-21 01:30:00,70610.16,70610.16,70550.93,70550.93,0
2026-03-21 01:35:00,70630.14,70630.14,70622.96,70622.96,89473024
2026-03-21 01:40:00,70616.72,70616.72,70563.85,70563.85,0
2026-03-21 01:45:00,70549.53,70567.50,70510.55,70522.56,0
2026-03-21 01:50:00,70520.33,70523.69,70492.15,70492.15,15286272
2026-03-21 01:55:00,70491.79,70502.23,70483.45,70483.45,0
2026-03-21 02:00:00,70480.12,70497.45,70438.75,70438.75,0
2026-03-21 02:05:00,70465.95,70495.17,70453.34,70482.73,117010432
2026-03-21 02:10:00,70483.02,70490.97,70473.59,70476.45,0
2026-03-21 02:15:00,70480.34,70548.04,70480.34,70548.04,0
2026-03-21 02:20:00,70548.71,70567.89,70546.94,70567.89,0
2026-03-21 02:25:00,70584.09,70664.18,70584.09,70664.18,0
2026-03-21 02:30:00,70652.30,70652.30,70584.03,70584.03,0
2026-03-21 02:35:00,70613.98,70629.58,70607.92,70629.58,0
2026-03-21 02:40:00,70648.94,70726.30,70648.94,70702.43,0
2026-03-21 02:45:00,70708.66,70725.37,70697.04,70723.81,0
2026-03-21 02:50:00,70722.38,70764.65,70722.38,70764.65,8757248
2026-03-21 02:55:00,70741.51,70741.51,70715.33,70715.33,72908800
2026-03-21 03:00:00,70730.16,70730.16,70692.81,70699.46,0
2026-03-21 03:05:00,70682.15,70734.20,70682.15,70734.20,0
2026-03-21 03:10:00,70736.60,70767.02,70693.41,70693.41,0
2026-03-21 03:15:00,70685.38,70685.38,70678.80,70685.05,0
2026-03-21 03:20:00,70689.25,70689.60,70680.88,70687.28,0
2026-03-21 03:25:00,70682.60,70702.98,70668.03,70702.98,22405120
2026-03-21 03:30:00,70700.34,70700.34,70654.23,70654.23,0
2026-03-21 03:35:00,70646.63,70646.63,70635.47,70635.47,0
2026-03-21 03:40:00,70615.74,70647.19,70615.74,70643.84,0
2026-03-21 03:45:00,70630.67,70644.79,70630.67,70644.79,0
2026-03-21 03:50:00,70638.94,70651.53,70638.16,70645.96,0
2026-03-21 03:55:00,70657.02,70687.69,70656.92,70675.25,0
2026-03-21 04:00:00,70673.38,70729.43,70673.38,70729.43,0
2026-03-21 04:05:00,70743.13,70769.12,70739.96,70739.96,0
2026-03-21 04:10:00,70738.41,70762.46,70738.41,70762.34,0
2026-03-21 04:15:00,70735.34,70759.45,70735.34,70753.88,0
2026-03-21 04:20:00,70750.09,70769.05,70731.00,70769.05,0
2026-03-21 04:25:00,70770.95,70790.42,70770.95,70788.98,80248832
2026-03-21 04:30:00,70768.81,70768.81,70653.24,70653.24,0
2026-03-21 04:35:00,70651.65,70656.64,70642.41,70656.64,0
2026-03-21 04:40:00,70642.08,70642.08,70623.89,70623.89,33083392
2026-03-21 04:45:00,70637.61,70653.34,70637.61,70640.23,0
2026-03-21 04:50:00,70640.35,70640.35,70629.31,70629.31,0
2026-03-21 04:55:00,70631.34,70642.00,70631.34,70632.33,0
2026-03-21 05:00:00,70632.20,70689.23,70632.20,70689.23,31911936
2026-03-21 05:05:00,70660.78,70660.78,70639.16,70642.11,0
2026-03-21 05:10:00,70650.41,70650.41,70643.20,70648.03,0
2026-03-21 05:15:00,70646.05,70732.64,70646.05,70732.64,0
2026-03-21 05:20:00,70721.50,70751.76,70705.38,70750.70,50872320
2026-03-21 05:25:00,70713.06,70771.91,70713.06,70771.91,43667456
2026-03-21 05:30:00,70777.20,70782.82,70717.16,70717.16,273731584
2026-03-21 05:35:00,70729.16,70782.56,70729.16,70782.56,151273472
2026-03-21 05:40:00,70749.27,70749.27,70728.84,70728.84,37519360
2026-03-21 05:45:00,70754.73,70761.70,70733.73,70733.73,128925696
2026-03-21 05:50:00,70729.95,70729.95,70686.18,70704.70,31145984
2026-03-21 05:55:00,70700.40,70705.00,70698.55,70704.13,0
2026-03-21 06:00:00,70696.58,70720.70,70696.58,70720.70,0
2026-03-21 06:05:00,70709.19,70717.59,70709.19,70717.44,0
2026-03-21 06:10:00,70708.21,70724.45,70708.21,70721.11,0
2026-03-21 06:15:00,70720.88,70774.86,70717.99,70774.86,7659520
2026-03-21 06:20:00,70778.30,70778.30,70740.95,70741.09,96129024
2026-03-21 06:25:00,70799.67,70799.67,70770.77,70782.97,33296384
2026-03-21 06:30:00,70783.70,70787.80,70756.86,70756.86,27996160
2026-03-21 06:35:00,70745.30,70772.37,70744.59,70772.37,138891264
2026-03-21 06:40:00,70756.76,70780.29,70756.76,70772.92,0
2026-03-21 06:45:00,70776.28,70776.28,70758.46,70772.98,24793088
2026-03-21 06:50:00,70769.52,70769.52,70762.61,70762.61,0
2026-03-21 06:55:00,70768.20,70768.20,70758.15,70764.58,0
2026-03-21 07:00:00,70771.85,70772.47,70760.00,70760.00,0
2026-03-21 07:05:00,70767.52,70767.52,70732.39,70742.50,0
2026-03-21 07:10:00,70743.48,70743.48,70739.75,70743.38,0
